TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,AGENT_ID,VENDOR_ID,TXN_DATE_TIME,LOSS_DT,REPORT_DT,CLAIM_AMOUNT,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,fraud_indicator,risk_level
TXN00007040,A00009779,PLC00008716,AGENT00992,,2021-03-06T00:00:00.000Z,2021-02-21,2021-02-26,34000.0,A,Minor Loss,Police,1,1,GA,Thunderbolt,8,0,High
TXN00007053,A00000797,PLC00007561,AGENT00413,VNDR00167,2021-03-06T00:00:00.000Z,2021-02-26,2021-03-01,20000.0,A,Minor Loss,Ambulance,1,0,AZ,Glendale,17,0,Medium
TXN00007063,A00005867,PLC00004933,AGENT00290,VNDR00359,2021-03-06T00:00:00.000Z,2021-02-27,2021-03-01,56000.0,A,Total Loss,Other,1,1,AL,Montgomery,7,0,High
TXN00007087,A00008417,PLC00005719,AGENT00983,VNDR00355,2021-03-07T00:00:00.000Z,2021-02-24,2021-03-01,23000.0,D,Minor Loss,Ambulance,0,1,CO,Arvada,12,0,Medium
TXN00007088,A00006068,PLC00009544,AGENT00669,VNDR00582,2021-03-07T00:00:00.000Z,2021-02-27,2021-03-02,3000.0,A,Minor Loss,Police,0,1,AZ,Glendale,6,0,Low
TXN00007094,A00007550,PLC00004515,AGENT00657,VNDR00474,2021-03-07T00:00:00.000Z,2021-03-01,2021-03-03,20000.0,A,Total Loss,Other,0,1,FL,Panama City,15,1,Medium
TXN00007109,A00006023,PLC00004556,AGENT01127,VNDR00263,2021-03-08T00:00:00.000Z,2021-02-17,2021-02-22,700.0,A,Total Loss,Other,0,1,AZ,Glendale,18,1,Low
TXN00003578,A00007142,PLC00000019,AGENT01173,,2020-10-24T00:00:00.000Z,2020-10-05,2020-10-10,7000.0,A,Minor Loss,Police,0,1,KY,Lyndon,3,0,Low
TXN00003584,A00009944,PLC00000035,AGENT00584,VNDR00010,2020-10-24T00:00:00.000Z,2020-10-16,2020-10-19,2000.0,A,Total Loss,Ambulance,1,1,GA,Savannah,22,0,Low
TXN00003687,A00005584,PLC00003187,AGENT00066,,2020-10-28T00:00:00.000Z,2020-10-08,2020-10-13,200.0,A,Major Loss,Ambulance,1,1,AR,Fayetteville,3,0,Low
TXN00003701,A00008560,PLC00009917,AGENT00410,VNDR00538,2020-10-28T00:00:00.000Z,2020-10-14,2020-10-19,3000.0,A,Total Loss,Ambulance,1,1,AK,Anchorage,12,0,Low
TXN00003707,A00000387,PLC00000351,AGENT00635,VNDR00082,2020-10-29T00:00:00.000Z,2020-10-12,2020-10-17,10000.0,A,Minor Loss,Ambulance,1,1,CT,Manchester,8,0,Low
TXN00003716,A00001768,PLC00004226,AGENT00455,VNDR00268,2020-10-29T00:00:00.000Z,2020-10-25,2020-10-26,3000.0,A,Total Loss,Ambulance,0,1,TN,Nashville,13,1,Low
TXN00003723,A00009371,PLC00005677,AGENT00626,VNDR00557,2020-10-29T00:00:00.000Z,2020-10-22,2020-10-24,2000.0,A,Minor Loss,Police,1,1,CA,Sacramento,3,0,Low
TXN00003760,A00002853,PLC00006487,AGENT00369,VNDR00117,2020-10-31T00:00:00.000Z,2020-10-18,2020-10-23,11000.0,A,Minor Loss,Ambulance,1,1,AZ,Glendale,8,0,Low
TXN00003761,A00000061,PLC00009446,AGENT00254,VNDR00494,2020-10-31T00:00:00.000Z,2020-10-20,2020-10-25,5000.0,A,Total Loss,Police,1,1,OK,Edmond,1,0,Low
TXN00003763,A00004314,PLC00001179,AGENT00895,VNDR00296,2020-10-31T00:00:00.000Z,2020-10-11,2020-10-16,86000.0,A,Total Loss,Police,1,1,TN,Nashville,5,0,High
TXN00003780,A00009735,PLC00009403,AGENT00960,,2020-11-01T00:00:00.000Z,2020-10-22,2020-10-25,3000.0,A,Major Loss,Police,0,1,KY,Louisville,15,0,Low
TXN00003796,A00005112,PLC00001069,AGENT00096,VNDR00451,2020-11-01T00:00:00.000Z,2020-10-25,2020-10-27,1000.0,A,Minor Loss,Police,0,0,GA,Pooler,5,0,Low
TXN00003822,A00007726,PLC00000683,AGENT01007,VNDR00423,2020-11-03T00:00:00.000Z,2020-10-26,2020-10-29,23000.0,A,Total Loss,None,1,1,CA,Eureka,11,0,Medium
TXN00003823,A00003612,PLC00003458,AGENT00609,,2020-11-03T00:00:00.000Z,2020-10-31,2020-10-31,700.0,A,Minor Loss,Police,0,1,AL,Montgomery,12,0,Low
TXN00003864,A00005671,PLC00000495,AGENT00675,VNDR00392,2020-11-04T00:00:00.000Z,2020-10-28,2020-10-30,1000.0,A,Minor Loss,Police,1,1,CA,Mountain View,20,0,Low
TXN00003879,A00005450,PLC00009611,AGENT01100,VNDR00261,2020-11-05T00:00:00.000Z,2020-10-26,2020-10-29,40000.0,A,Minor Loss,None,1,1,DC,Washington,1,0,High
TXN00003905,A00008832,PLC00002493,AGENT00713,VNDR00154,2020-11-06T00:00:00.000Z,2020-11-01,2020-11-02,36000.0,A,Total Loss,None,1,0,KY,Louisville,11,1,High
TXN00003924,A00005629,PLC00007910,AGENT01178,VNDR00261,2020-11-07T00:00:00.000Z,2020-11-06,2020-11-06,39000.0,A,Major Loss,Other,1,1,CT,Manchester,3,0,High
TXN00003956,A00000301,PLC00008757,AGENT00500,VNDR00477,2020-11-08T00:00:00.000Z,2020-10-21,2020-10-26,32000.0,A,Total Loss,Ambulance,0,0,CT,Manchester,3,1,Medium
TXN00003962,A00001624,PLC00000236,AGENT00259,VNDR00359,2020-11-08T00:00:00.000Z,2020-11-04,2020-11-05,2000.0,A,Minor Loss,Police,1,1,CA,Union City,11,0,Low
TXN00003967,A00006906,PLC00005779,AGENT00942,VNDR00019,2020-11-08T00:00:00.000Z,2020-10-19,2020-10-24,35000.0,A,Total Loss,Other,0,0,AL,Montgomery,6,1,High
TXN00003982,A00006187,PLC00001094,AGENT00387,VNDR00251,2020-11-08T00:00:00.000Z,2020-11-07,2020-11-07,52000.0,A,Major Loss,Other,1,1,MA,Yarmouth,21,0,High
TXN00004002,A00005400,PLC00007933,AGENT00548,VNDR00120,2020-11-09T00:00:00.000Z,2020-10-30,2020-11-02,15000.0,A,Minor Loss,Police,1,1,CA,Elk Grove,8,0,Low
TXN00004017,A00008906,PLC00002219,AGENT00130,VNDR00530,2020-11-10T00:00:00.000Z,2020-11-06,2020-11-07,28000.0,A,Total Loss,Police,0,1,TN,Nashville,22,1,Medium
TXN00004053,A00007678,PLC00001303,AGENT00095,VNDR00179,2020-11-10T00:00:00.000Z,2020-11-05,2020-11-06,9000.0,A,Total Loss,Police,0,1,CT,Manchester,7,1,Low
TXN00004072,A00007195,PLC00003544,AGENT00007,VNDR00504,2020-11-11T00:00:00.000Z,2020-11-07,2020-11-08,100.0,A,Major Loss,Police,1,1,MA,Cambridge,17,0,Low
TXN00004094,A00007186,PLC00008892,AGENT00892,VNDR00372,2020-11-13T00:00:00.000Z,2020-11-02,2020-11-07,9000.0,A,Minor Loss,Police,1,1,AZ,Glendale,9,0,Low
TXN00004122,A00005644,PLC00004470,AGENT00485,VNDR00431,2020-11-14T00:00:00.000Z,2020-11-01,2020-11-06,36000.0,A,Major Loss,Ambulance,1,1,MD,Laurel,19,0,High
TXN00004131,A00008166,PLC00001535,AGENT00227,VNDR00324,2020-11-15T00:00:00.000Z,2020-11-09,2020-11-11,4000.0,A,Total Loss,Ambulance,1,1,DC,Washington,16,0,Low
TXN00004163,A00007533,PLC00007460,AGENT00292,,2020-11-16T00:00:00.000Z,2020-10-30,2020-11-04,5000.0,A,Total Loss,Ambulance,1,1,DC,Washington,4,0,Low
TXN00004169,A00002668,PLC00001981,AGENT01177,,2020-11-16T00:00:00.000Z,2020-11-02,2020-11-07,52000.0,A,Minor Loss,Other,1,0,CA,Berkeley,18,1,High
TXN00004186,A00001445,PLC00005648,AGENT01084,VNDR00498,2020-11-17T00:00:00.000Z,2020-11-16,2020-11-16,21000.0,A,Minor Loss,None,0,1,AL,Montgomery,10,0,Medium
TXN00004210,A00004501,PLC00004699,AGENT00312,VNDR00261,2020-11-18T00:00:00.000Z,2020-11-13,2020-11-14,100000.0,A,Total Loss,Ambulance,0,1,FL,Panama City,21,1,High
TXN00004212,A00001930,PLC00002774,AGENT00281,VNDR00453,2020-11-18T00:00:00.000Z,2020-11-14,2020-11-15,68000.0,A,Minor Loss,Police,0,0,MA,Millis,10,1,High
TXN00004236,A00002104,PLC00005494,AGENT00175,VNDR00361,2020-11-19T00:00:00.000Z,2020-11-09,2020-11-12,2000.0,A,Total Loss,None,1,0,AR,Fayetteville,17,0,Low
TXN00004257,A00001419,PLC00001506,AGENT01144,VNDR00445,2020-11-19T00:00:00.000Z,2020-11-11,2020-11-14,2000.0,A,Minor Loss,Other,1,0,CA,Hayward,7,0,Low
TXN00004265,A00004322,PLC00003799,AGENT00508,,2020-11-19T00:00:00.000Z,2020-11-18,2020-11-18,28000.0,A,Minor Loss,Police,1,0,AR,Fayetteville,21,0,Medium
TXN00004269,A00003161,PLC00005911,AGENT00882,VNDR00078,2020-11-20T00:00:00.000Z,2020-10-31,2020-11-05,17000.0,A,Major Loss,Ambulance,1,1,MA,Holbrook,20,0,Medium
TXN00004286,A00001420,PLC00008626,AGENT00511,VNDR00461,2020-11-20T00:00:00.000Z,2020-11-01,2020-11-06,40000.0,A,Major Loss,Ambulance,1,0,AZ,Glendale,21,1,High
TXN00004339,A00007428,PLC00009804,AGENT00868,,2020-11-22T00:00:00.000Z,2020-11-05,2020-11-10,7000.0,A,Minor Loss,Ambulance,1,0,CA,San Leandro,17,0,Low
TXN00004354,A00000019,PLC00005643,AGENT00919,,2020-11-23T00:00:00.000Z,2020-11-17,2020-11-19,2000.0,A,Major Loss,Ambulance,1,1,MA,Ashland,21,0,Low
TXN00004374,A00000401,PLC00000392,AGENT00932,,2020-11-24T00:00:00.000Z,2020-11-12,2020-11-17,17000.0,A,Major Loss,Police,1,1,CA,Linda,5,0,Medium
TXN00004388,A00005391,PLC00002322,AGENT00132,,2020-11-24T00:00:00.000Z,2020-11-23,2020-11-23,2000.0,A,Minor Loss,Ambulance,1,1,KY,Louisville,18,0,Low
TXN00004395,A00006550,PLC00007520,AGENT00498,VNDR00319,2020-11-25T00:00:00.000Z,2020-11-14,2020-11-19,66000.0,A,Major Loss,Police,1,1,MA,Belchertown,10,0,High
TXN00004401,A00006737,PLC00007925,AGENT00196,,2020-11-25T00:00:00.000Z,2020-11-22,2020-11-22,25000.0,A,Minor Loss,Other,1,1,CO,Boulder,16,0,Medium
TXN00004419,A00000675,PLC00008389,AGENT01097,,2020-11-26T00:00:00.000Z,2020-11-25,2020-11-25,10000.0,A,Major Loss,Ambulance,1,1,DC,Washington,9,0,Low
TXN00004443,A00002786,PLC00002516,AGENT01091,,2020-11-27T00:00:00.000Z,2020-11-16,2020-11-21,100.0,A,Major Loss,None,1,0,GA,Pooler,20,0,Low
TXN00004468,A00004945,PLC00007612,AGENT00235,,2020-11-28T00:00:00.000Z,2020-11-09,2020-11-14,17000.0,A,Total Loss,None,1,0,KY,Louisville,21,0,Medium
TXN00004478,A00005383,PLC00007313,AGENT00665,VNDR00190,2020-11-28T00:00:00.000Z,2020-11-16,2020-11-21,5000.0,A,Total Loss,Ambulance,1,1,CO,Arvada,5,0,Low
TXN00004482,A00004996,PLC00009084,AGENT00274,VNDR00332,2020-11-28T00:00:00.000Z,2020-11-15,2020-11-20,11000.0,A,Minor Loss,None,1,1,AZ,Litchfield Park,21,0,Low
TXN00004513,A00000551,PLC00007874,AGENT00852,,2020-11-30T00:00:00.000Z,2020-11-27,2020-11-27,65000.0,D,Total Loss,Police,1,1,MA,Lexington,9,0,High
TXN00004516,A00008076,PLC00008701,AGENT00582,VNDR00394,2020-11-30T00:00:00.000Z,2020-11-25,2020-11-26,4000.0,A,Major Loss,Ambulance,0,1,OK,Oklahoma City,0,0,Low
TXN00004518,A00006366,PLC00007713,AGENT01013,VNDR00495,2020-11-30T00:00:00.000Z,2020-11-11,2020-11-16,1000.0,A,Major Loss,None,0,1,MA,Medway,2,0,Low
TXN00004519,A00005956,PLC00009954,AGENT00262,,2020-11-30T00:00:00.000Z,2020-11-29,2020-11-29,4000.0,A,Major Loss,Ambulance,1,1,KY,Louisville,2,0,Low
TXN00004560,A00005472,PLC00004875,AGENT01110,VNDR00494,2020-12-01T00:00:00.000Z,2020-11-18,2020-11-23,17000.0,A,Total Loss,None,1,1,OK,Moore,5,0,Medium
TXN00004565,A00004222,PLC00003303,AGENT00035,,2020-12-01T00:00:00.000Z,2020-11-30,2020-11-30,4000.0,A,Minor Loss,Police,1,0,AL,Montgomery,6,0,Low
TXN00004566,A00001567,PLC00006442,AGENT00397,VNDR00425,2020-12-01T00:00:00.000Z,2020-11-15,2020-11-20,41000.0,A,Total Loss,None,1,1,CT,Manchester,2,0,High
TXN00004614,A00007607,PLC00006312,AGENT01039,VNDR00393,2020-12-03T00:00:00.000Z,2020-11-27,2020-11-29,600.0,A,Major Loss,Police,1,0,CO,Arvada,2,0,Low
TXN00004622,A00009634,PLC00007964,AGENT00038,VNDR00113,2020-12-04T00:00:00.000Z,2020-11-30,2020-12-01,4000.0,A,Major Loss,Police,0,0,OK,Oklahoma City,22,0,Low
TXN00004626,A00001461,PLC00000194,AGENT01072,,2020-12-04T00:00:00.000Z,2020-12-03,2020-12-03,400.0,A,Total Loss,Ambulance,1,1,OK,Edmond,4,0,Low
TXN00004640,A00002512,PLC00006364,AGENT00668,,2020-12-04T00:00:00.000Z,2020-11-27,2020-11-29,5000.0,A,Minor Loss,Other,0,0,OK,Oklahoma City,21,0,Low
TXN00004651,A00006595,PLC00001514,AGENT01004,,2020-12-05T00:00:00.000Z,2020-12-04,2020-12-04,82000.0,A,Minor Loss,Other,1,0,OK,Oklahoma City,16,1,High
TXN00004758,A00002273,PLC00001683,AGENT00186,VNDR00321,2020-12-09T00:00:00.000Z,2020-11-30,2020-12-03,2000.0,A,Minor Loss,Ambulance,1,1,AL,Montgomery,4,0,Low
TXN00004783,A00005926,PLC00008672,AGENT00117,VNDR00118,2020-12-10T00:00:00.000Z,2020-12-01,2020-12-04,4000.0,A,Total Loss,Ambulance,1,0,MA,Westport,21,0,Low
TXN00004788,A00009744,PLC00005037,AGENT00894,VNDR00058,2020-12-10T00:00:00.000Z,2020-11-27,2020-12-02,300.0,A,Major Loss,Police,0,1,AL,Montgomery,10,0,Low
TXN00004792,A00004510,PLC00004586,AGENT00204,VNDR00402,2020-12-10T00:00:00.000Z,2020-12-08,2020-12-08,1000.0,A,Minor Loss,Police,1,0,KY,Louisville,2,0,Low
TXN00004804,A00008834,PLC00007178,AGENT00541,,2020-12-11T00:00:00.000Z,2020-11-22,2020-11-27,1000.0,A,Total Loss,Ambulance,1,1,AK,Anchorage,13,0,Low
TXN00004871,A00004319,PLC00007718,AGENT00665,VNDR00307,2020-12-13T00:00:00.000Z,2020-12-08,2020-12-09,7000.0,A,Major Loss,Other,1,1,AK,Anchorage,10,0,Low
TXN00004885,A00006864,PLC00009029,AGENT00072,VNDR00193,2020-12-14T00:00:00.000Z,2020-11-24,2020-11-29,200.0,A,Major Loss,Other,1,0,VT,Westmore,18,0,Low
TXN00004895,A00005235,PLC00002451,AGENT00938,VNDR00535,2020-12-14T00:00:00.000Z,2020-12-09,2020-12-10,3000.0,A,Minor Loss,None,1,1,DC,Washington,15,0,Low
TXN00004919,A00003801,PLC00001295,AGENT00952,VNDR00375,2020-12-15T00:00:00.000Z,2020-12-02,2020-12-07,700.0,A,Total Loss,Ambulance,1,0,AZ,Glendale,12,0,Low
TXN00004948,A00006820,PLC00003308,AGENT00346,,2020-12-16T00:00:00.000Z,2020-12-05,2020-12-10,5000.0,A,Major Loss,Ambulance,1,0,DC,Washington,13,0,Low
TXN00004964,A00006776,PLC00009700,AGENT00747,VNDR00350,2020-12-17T00:00:00.000Z,2020-12-02,2020-12-07,300.0,A,Total Loss,None,1,1,GA,Calhoun,1,0,Low
TXN00004972,A00003036,PLC00006806,AGENT00910,,2020-12-17T00:00:00.000Z,2020-12-04,2020-12-09,500.0,A,Total Loss,None,1,1,VT,Westmore,9,0,Low
TXN00004981,A00003845,PLC00004006,AGENT00912,,2020-12-17T00:00:00.000Z,2020-12-16,2020-12-16,9000.0,A,Total Loss,Other,0,1,AL,Montgomery,20,1,Low
TXN00005003,A00004331,PLC00009692,AGENT00873,,2020-12-18T00:00:00.000Z,2020-12-05,2020-12-10,12000.0,A,Total Loss,Other,0,1,CO,Arvada,8,1,Low
TXN00005024,A00000650,PLC00003445,AGENT00726,,2020-12-19T00:00:00.000Z,2020-11-29,2020-12-04,1000.0,A,Minor Loss,Police,1,1,AZ,Glendale,1,0,Low
TXN00005032,A00008192,PLC00000830,AGENT00097,VNDR00415,2020-12-19T00:00:00.000Z,2020-12-16,2020-12-16,4000.0,A,Minor Loss,Ambulance,1,1,AL,Montgomery,15,0,Low
TXN00005088,A00000091,PLC00000778,AGENT01031,VNDR00177,2020-12-21T00:00:00.000Z,2020-12-17,2020-12-18,18000.0,A,Total Loss,Ambulance,1,1,MA,Dracut,8,0,Medium
TXN00005095,A00003844,PLC00002622,AGENT00413,,2020-12-22T00:00:00.000Z,2020-12-16,2020-12-18,58000.0,A,Total Loss,Ambulance,1,1,VT,Burke,5,0,High
TXN00005097,A00004286,PLC00004588,AGENT00036,VNDR00084,2020-12-22T00:00:00.000Z,2020-12-18,2020-12-19,500.0,A,Major Loss,None,0,1,DC,Washington,3,0,Low
TXN00005160,A00002430,PLC00008498,AGENT00174,VNDR00114,2020-12-24T00:00:00.000Z,2020-12-14,2020-12-17,14000.0,A,Major Loss,Ambulance,1,1,CO,Arvada,0,0,Low
TXN00005191,A00001911,PLC00002482,AGENT00449,,2020-12-25T00:00:00.000Z,2020-12-12,2020-12-17,1000.0,A,Total Loss,None,1,0,MD,Annapolis,11,0,Low
TXN00005195,A00008787,PLC00004767,AGENT00505,,2020-12-25T00:00:00.000Z,2020-12-13,2020-12-18,100.0,A,Total Loss,None,0,1,CT,Manchester,19,1,Low
TXN00005200,A00005920,PLC00007401,AGENT00378,VNDR00362,2020-12-25T00:00:00.000Z,2020-12-23,2020-12-23,29000.0,A,Minor Loss,Ambulance,1,0,VT,Saint Albans City,9,0,Medium
TXN00005205,A00008677,PLC00008870,AGENT00564,,2020-12-26T00:00:00.000Z,2020-12-18,2020-12-21,18000.0,A,Minor Loss,Ambulance,1,1,CO,Arvada,4,0,Medium
TXN00005228,A00001584,PLC00000314,AGENT00433,VNDR00359,2020-12-27T00:00:00.000Z,2020-12-23,2020-12-24,100.0,A,Major Loss,Ambulance,1,1,AZ,Glendale,7,0,Low
TXN00005247,A00007082,PLC00004675,AGENT00743,VNDR00415,2020-12-27T00:00:00.000Z,2020-12-08,2020-12-13,13000.0,A,Total Loss,Ambulance,1,1,AL,Montgomery,14,0,Low
TXN00005274,A00006880,PLC00004406,AGENT00675,VNDR00075,2020-12-28T00:00:00.000Z,2020-12-16,2020-12-21,400.0,A,Major Loss,Ambulance,1,1,CA,Alameda,13,0,Low
TXN00005305,A00004661,PLC00001973,AGENT00593,VNDR00556,2020-12-30T00:00:00.000Z,2020-12-22,2020-12-25,1000.0,A,Total Loss,Ambulance,1,0,GA,Savannah,19,0,Low
TXN00005306,A00007143,PLC00009785,AGENT00828,,2020-12-30T00:00:00.000Z,2020-12-24,2020-12-26,39000.0,A,Major Loss,Police,1,0,AZ,Glendale,12,1,High
TXN00005334,A00005830,PLC00000995,AGENT00878,,2020-12-31T00:00:00.000Z,2020-12-24,2020-12-26,3000.0,A,Major Loss,Police,1,1,AL,Montgomery,15,0,Low
TXN00005339,A00009604,PLC00004234,AGENT00280,VNDR00370,2020-12-31T00:00:00.000Z,2020-12-13,2020-12-18,60000.0,A,Major Loss,Police,1,1,OK,Oklahoma City,15,0,High
TXN00005363,A00003717,PLC00003471,AGENT00604,VNDR00139,2021-01-01T00:00:00.000Z,2020-12-27,2020-12-28,400.0,A,Total Loss,Ambulance,0,1,AZ,Mesa,8,1,Low
TXN00005364,A00004515,PLC00008650,AGENT00443,VNDR00004,2021-01-01T00:00:00.000Z,2020-12-16,2020-12-21,16000.0,A,Major Loss,None,1,1,GA,Savannah,11,0,Low
TXN00005374,A00002457,PLC00009112,AGENT00062,VNDR00503,2021-01-01T00:00:00.000Z,2020-12-23,2020-12-26,7000.0,A,Minor Loss,Police,0,1,DC,Washington,22,0,Low
TXN00005396,A00005885,PLC00001629,AGENT00059,,2021-01-02T00:00:00.000Z,2020-12-20,2020-12-25,58000.0,A,Minor Loss,Ambulance,0,1,MD,Davidsonville,7,0,High
TXN00005425,A00006250,PLC00003602,AGENT00910,VNDR00267,2021-01-04T00:00:00.000Z,2021-01-02,2021-01-02,7000.0,A,Total Loss,Ambulance,1,0,CO,Arvada,6,0,Low
TXN00005436,A00007663,PLC00001192,AGENT00318,VNDR00290,2021-01-04T00:00:00.000Z,2020-12-20,2020-12-25,9000.0,A,Total Loss,Ambulance,1,1,CA,Oakland,19,0,Low
TXN00005465,A00001138,PLC00000568,AGENT00204,VNDR00344,2021-01-05T00:00:00.000Z,2020-12-31,2021-01-01,12000.0,A,Minor Loss,Ambulance,0,1,CT,Manchester,4,0,Low
TXN00005467,A00003839,PLC00004968,AGENT00291,,2021-01-05T00:00:00.000Z,2020-12-23,2020-12-28,5000.0,A,Major Loss,None,1,1,OK,Norman,16,0,Low
TXN00005503,A00009659,PLC00005095,AGENT00030,,2021-01-06T00:00:00.000Z,2020-12-19,2020-12-24,80000.0,A,Minor Loss,None,1,0,AK,Anchorage,17,1,High
TXN00005535,A00000302,PLC00008632,AGENT00421,VNDR00335,2021-01-07T00:00:00.000Z,2020-12-29,2021-01-01,39000.0,A,Major Loss,Other,0,1,AZ,Glendale,22,0,High
TXN00005538,A00009987,PLC00008782,AGENT01165,,2021-01-07T00:00:00.000Z,2020-12-19,2020-12-24,5000.0,A,Total Loss,Police,1,0,FL,Panama City,4,0,Low
TXN00005566,A00004838,PLC00004220,AGENT01155,VNDR00301,2021-01-09T00:00:00.000Z,2021-01-07,2021-01-07,24000.0,A,Major Loss,Ambulance,1,1,FL,Panama City,21,0,Medium
TXN00005572,A00006833,PLC00005927,AGENT00903,VNDR00566,2021-01-09T00:00:00.000Z,2020-12-24,2020-12-29,2000.0,A,Total Loss,Other,1,0,FL,Panama City,18,0,Low
TXN00005597,A00005412,PLC00001513,AGENT00770,VNDR00391,2021-01-10T00:00:00.000Z,2020-12-25,2020-12-30,6000.0,A,Major Loss,Ambulance,1,1,AZ,Glendale,21,0,Low
TXN00005601,A00009095,PLC00008107,AGENT01010,,2021-01-10T00:00:00.000Z,2020-12-28,2021-01-02,3000.0,A,Total Loss,Police,0,0,AZ,Glendale,18,1,Low
TXN00005616,A00008642,PLC00004615,AGENT00707,VNDR00359,2021-01-10T00:00:00.000Z,2021-01-03,2021-01-05,4000.0,A,Total Loss,Ambulance,1,0,MD,Deale,5,0,Low
TXN00005620,A00003610,PLC00008840,AGENT00879,VNDR00200,2021-01-10T00:00:00.000Z,2020-12-31,2021-01-03,600.0,A,Minor Loss,Ambulance,1,1,VT,Morristown,13,0,Low
TXN00005625,A00009888,PLC00007988,AGENT00886,VNDR00152,2021-01-11T00:00:00.000Z,2021-01-05,2021-01-07,600.0,A,Total Loss,None,1,1,AZ,Glendale,8,0,Low
TXN00005630,A00008837,PLC00006572,AGENT00553,,2021-01-11T00:00:00.000Z,2020-12-28,2021-01-02,1000.0,A,Total Loss,None,1,1,AL,Montgomery,16,0,Low
TXN00005641,A00006420,PLC00007341,AGENT00186,VNDR00084,2021-01-11T00:00:00.000Z,2021-01-01,2021-01-04,10000.0,A,Minor Loss,Police,1,0,OK,Oklahoma City,6,0,Low
TXN00005653,A00007390,PLC00002439,AGENT00284,VNDR00562,2021-01-12T00:00:00.000Z,2020-12-31,2021-01-05,600.0,A,Major Loss,Police,0,0,AK,Anchorage,14,0,Low
TXN00005674,A00008598,PLC00001948,AGENT01105,VNDR00066,2021-01-13T00:00:00.000Z,2021-01-04,2021-01-07,73000.0,A,Major Loss,None,1,0,AZ,Glendale,15,1,High
TXN00005680,A00008915,PLC00003741,AGENT00184,VNDR00360,2021-01-13T00:00:00.000Z,2021-01-04,2021-01-07,4000.0,A,Major Loss,Ambulance,1,0,KY,Louisville,23,0,Low
TXN00005691,A00006124,PLC00007570,AGENT00669,VNDR00314,2021-01-13T00:00:00.000Z,2020-12-28,2021-01-02,100.0,A,Major Loss,Ambulance,1,1,GA,Bloomingdale,13,0,Low
TXN00005702,A00006792,PLC00003831,AGENT00278,VNDR00193,2021-01-14T00:00:00.000Z,2020-12-30,2021-01-04,500.0,D,Minor Loss,Ambulance,1,0,DC,Washington,10,0,Low
TXN00005735,A00002995,PLC00006943,AGENT00822,VNDR00039,2021-01-15T00:00:00.000Z,2021-01-05,2021-01-08,23000.0,A,Total Loss,Ambulance,0,0,AZ,Glendale,8,1,Medium
TXN00005742,A00003688,PLC00004272,AGENT01036,VNDR00010,2021-01-15T00:00:00.000Z,2021-01-09,2021-01-11,4000.0,A,Minor Loss,Police,1,0,TN,Nashville,5,0,Low
TXN00005748,A00002060,PLC00007298,AGENT00002,,2021-01-16T00:00:00.000Z,2021-01-09,2021-01-11,1000.0,A,Minor Loss,Police,1,1,GA,Port Wentworth,3,0,Low
TXN00005766,A00000840,PLC00005921,AGENT00447,VNDR00418,2021-01-16T00:00:00.000Z,2021-01-10,2021-01-12,4000.0,A,Minor Loss,Police,0,0,VT,Barre,8,0,Low
TXN00005774,A00003590,PLC00002792,AGENT01137,VNDR00382,2021-01-17T00:00:00.000Z,2020-12-30,2021-01-04,19000.0,A,Total Loss,Police,1,1,KY,Louisville,18,0,Medium
TXN00005845,A00009832,PLC00006920,AGENT00178,,2021-01-20T00:00:00.000Z,2021-01-04,2021-01-09,10000.0,A,Minor Loss,Ambulance,0,1,AZ,Glendale,11,0,Low
TXN00005846,A00003239,PLC00006505,AGENT00184,VNDR00268,2021-01-20T00:00:00.000Z,2021-01-12,2021-01-15,5000.0,A,Total Loss,Ambulance,1,1,AL,Montgomery,8,0,Low
TXN00005919,A00002347,PLC00006978,AGENT00862,VNDR00325,2021-01-23T00:00:00.000Z,2021-01-12,2021-01-17,32000.0,A,Minor Loss,None,0,1,MD,Glen Burnie,11,0,Medium
TXN00005927,A00003563,PLC00007256,AGENT01027,VNDR00167,2021-01-23T00:00:00.000Z,2021-01-22,2021-01-22,59000.0,A,Major Loss,Police,1,0,CA,San Leandro,7,1,High
TXN00005955,A00005048,PLC00009195,AGENT00046,,2021-01-24T00:00:00.000Z,2021-01-07,2021-01-12,3000.0,A,Major Loss,Ambulance,1,0,AL,Montgomery,4,0,Low
TXN00005961,A00001331,PLC00008007,AGENT00471,,2021-01-24T00:00:00.000Z,2021-01-18,2021-01-20,11000.0,A,Major Loss,Ambulance,1,0,FL,Panama City,3,0,Low
TXN00005969,A00002320,PLC00000709,AGENT00979,VNDR00058,2021-01-25T00:00:00.000Z,2021-01-07,2021-01-12,1000.0,A,Major Loss,Ambulance,0,1,CO,Arvada,12,0,Low
TXN00005970,A00005527,PLC00005744,AGENT00136,VNDR00585,2021-01-25T00:00:00.000Z,2021-01-07,2021-01-12,26000.0,A,Major Loss,Ambulance,1,1,VT,Poultney,21,0,Medium
TXN00005987,A00005015,PLC00007125,AGENT00741,VNDR00004,2021-01-25T00:00:00.000Z,2021-01-18,2021-01-20,7000.0,A,Total Loss,Police,0,1,CA,Mountain View,7,1,Low
